timestamp_ms,adc_value,status,heart_rate_bpm,state
744,2531,0,70,NORMAL
748,2515,0,70,NORMAL
752,2504,0,70,NORMAL
756,2550,0,70,NORMAL
760,2652,0,70,NORMAL
764,2642,0,70,NORMAL
768,2626,0,70,NORMAL
772,2607,0,70,NORMAL
776,2686,0,70,NORMAL
780,2742,0,70,NORMAL
784,2850,0,70,NORMAL
788,2865,0,70,NORMAL
792,2811,0,70,NORMAL
796,2918,0,70,NORMAL
800,2977,0,70,NORMAL
804,3060,0,70,NORMAL
808,3081,0,70,NORMAL
812,3158,0,70,NORMAL
816,3185,0,70,NORMAL
820,3236,0,70,NORMAL
824,3373,0,70,NORMAL
828,3359,0,70,NORMAL
832,3479,0,70,NORMAL
836,3502,0,70,NORMAL
840,3580,0,70,NORMAL
844,3600,0,70,NORMAL
848,3643,0,70,NORMAL
852,3652,0,70,NORMAL
856,3677,0,70,NORMAL
860,3708,0,70,NORMAL
864,3793,0,70,NORMAL
868,3754,0,70,NORMAL
872,3714,0,70,NORMAL
876,3687,0,70,NORMAL
880,3704,0,70,NORMAL
884,3674,0,70,NORMAL
888,3676,0,70,NORMAL
892,3586,0,70,NORMAL
896,3536,0,70,NORMAL
900,3528,0,70,NORMAL
904,3456,0,70,NORMAL
908,3302,0,70,NORMAL
912,3276,0,70,NORMAL
916,3168,0,70,NORMAL
920,3190,0,70,NORMAL
924,3065,0,70,NORMAL
928,2988,0,70,NORMAL
932,2951,0,70,NORMAL
936,2932,0,70,NORMAL
940,2902,0,70,NORMAL
944,2825,0,70,NORMAL
948,2729,0,70,NORMAL
952,2775,0,70,NORMAL
956,2710,0,70,NORMAL
960,2686,0,70,NORMAL
964,2742,0,70,NORMAL
968,2607,0,70,NORMAL
972,2572,0,70,NORMAL
976,2581,0,70,NORMAL
980,2586,0,70,NORMAL
984,2631,0,70,NORMAL
988,2564,0,70,NORMAL
992,2566,0,70,NORMAL
996,2585,0,70,NORMAL
1000,3706,0,70,NORMAL
1004,3731,0,70,NORMAL
1008,3671,0,70,NORMAL
1012,3654,0,70,NORMAL
1016,3640,0,70,NORMAL
1020,3570,0,70,NORMAL
1024,3521,0,70,NORMAL
1028,3484,0,70,NORMAL
1032,3411,0,70,NORMAL
1036,3373,0,70,NORMAL
1040,3327,0,70,NORMAL
1044,3298,0,70,NORMAL
1048,3145,0,70,NORMAL
1052,3069,0,70,NORMAL
1056,3086,0,70,NORMAL
1060,3005,0,70,NORMAL
1064,2953,0,70,NORMAL
1068,2873,0,70,NORMAL
1072,2769,0,70,NORMAL
1076,2793,0,70,NORMAL
1080,2744,0,70,NORMAL
1084,2666,0,70,NORMAL
1088,2683,0,70,NORMAL
1092,2577,0,70,NORMAL
1096,2564,0,70,NORMAL
1100,2621,0,70,NORMAL
1104,2609,0,70,NORMAL
1108,2532,0,70,NORMAL
1112,2510,0,70,NORMAL
1116,2494,0,70,NORMAL
1120,2529,0,70,NORMAL
1124,2533,0,70,NORMAL
1128,2541,0,70,NORMAL
1132,2526,0,70,NORMAL
1136,2486,0,70,NORMAL
1140,2494,0,70,NORMAL
1144,2557,0,70,NORMAL
1148,2523,0,70,NORMAL
1152,2501,0,70,NORMAL
1156,2541,0,70,NORMAL
1160,2539,0,70,NORMAL
1164,2558,0,70,NORMAL
1168,2586,0,70,NORMAL
1172,2559,0,70,NORMAL
1176,2555,0,70,NORMAL
1180,2610,0,70,NORMAL
1184,2633,0,70,NORMAL
1188,2614,0,70,NORMAL
1192,2595,0,70,NORMAL
1196,2579,0,70,NORMAL
1200,2567,0,70,NORMAL
1204,2612,0,70,NORMAL
1208,2586,0,70,NORMAL
1212,2549,0,70,NORMAL
1216,2609,0,70,NORMAL
1220,2607,0,70,NORMAL
1224,2612,0,70,NORMAL
1228,2611,0,70,NORMAL
1232,2552,0,70,NORMAL
1236,2549,0,70,NORMAL
1240,2552,0,70,NORMAL
1244,2595,0,70,NORMAL
1248,2540,0,70,NORMAL
1252,2470,0,70,NORMAL
1256,2514,0,70,NORMAL
1260,2451,0,70,NORMAL
1264,2499,0,70,NORMAL
1268,2459,0,70,NORMAL
1272,2437,0,70,NORMAL
1276,2470,0,70,NORMAL
1280,2443,0,70,NORMAL
1284,2440,0,70,NORMAL
1288,2430,0,70,NORMAL
1292,2402,0,70,NORMAL
1296,2297,0,70,NORMAL
1300,2404,0,70,NORMAL
1304,2417,0,70,NORMAL
1308,2399,0,70,NORMAL
1312,2335,0,70,NORMAL
1316,2293,0,70,NORMAL
1320,2319,0,70,NORMAL
1324,2315,0,70,NORMAL
1328,2263,0,70,NORMAL
1332,2272,0,70,NORMAL
1336,2296,0,70,NORMAL
1340,2232,0,70,NORMAL
1344,2266,0,70,NORMAL
1348,2235,0,70,NORMAL
1352,2237,0,70,NORMAL
1356,2213,0,70,NORMAL
1360,2207,0,70,NORMAL
1364,2222,0,70,NORMAL
1368,2154,0,70,NORMAL
1372,2188,0,70,NORMAL
1376,2228,0,70,NORMAL
1380,2190,0,70,NORMAL
1384,2195,0,70,NORMAL
1388,2172,0,70,NORMAL
1392,2130,0,70,NORMAL
1396,2126,0,70,NORMAL
1400,2198,0,70,NORMAL
1404,2142,0,70,NORMAL
1408,2130,0,70,NORMAL
1412,2099,0,70,NORMAL
1416,2116,0,70,NORMAL
1420,2160,0,70,NORMAL
1424,2156,0,70,NORMAL
1428,2116,0,70,NORMAL
1432,2089,0,70,NORMAL
1436,2144,0,70,NORMAL
1440,2117,0,70,NORMAL
1444,2125,0,70,NORMAL
1448,2129,0,70,NORMAL
1452,2142,0,70,NORMAL
1456,2161,0,70,NORMAL
1460,2135,0,70,NORMAL
1464,2145,0,70,NORMAL
1468,2112,0,70,NORMAL
1472,2121,0,70,NORMAL
1476,2140,0,70,NORMAL
1480,2124,0,70,NORMAL
1484,2116,0,70,NORMAL
1488,2082,0,70,NORMAL
1492,2110,0,70,NORMAL
1496,2086,0,70,NORMAL
1500,2112,0,70,NORMAL
1504,2128,0,70,NORMAL
1508,2142,0,70,NORMAL
1512,2145,0,70,NORMAL
1516,2142,0,70,NORMAL
1520,2196,0,70,NORMAL
1524,2198,0,70,NORMAL
1528,2176,0,70,NORMAL
1532,2154,0,70,NORMAL
1536,2166,0,70,NORMAL
1540,2179,0,70,NORMAL
1544,2137,0,70,NORMAL
1548,2199,0,70,NORMAL
1552,2186,0,70,NORMAL
1556,2204,0,70,NORMAL
1560,2232,0,70,NORMAL
1564,2229,0,70,NORMAL
1568,2223,0,70,NORMAL
1572,2241,0,70,NORMAL
1576,2238,0,70,NORMAL
1580,2302,0,70,NORMAL
1584,2353,0,70,NORMAL
1588,2274,0,70,NORMAL
1592,2285,0,70,NORMAL
1596,2303,0,70,NORMAL
1600,2405,0,70,NORMAL
1604,2365,0,70,NORMAL
1608,2388,0,70,NORMAL
1612,2328,0,70,NORMAL
1616,2361,0,70,NORMAL
1620,2436,0,70,NORMAL
1624,2378,0,70,NORMAL
1628,2436,0,70,NORMAL
1632,2377,0,70,NORMAL
1636,2453,0,70,NORMAL
1640,2426,0,70,NORMAL
1644,2485,0,70,NORMAL
1648,2413,0,70,NORMAL
1652,2466,0,70,NORMAL
1656,2441,0,70,NORMAL
1660,2459,0,70,NORMAL
1664,2481,0,70,NORMAL
1668,2511,0,70,NORMAL
1672,2493,0,70,NORMAL
1676,2455,0,70,NORMAL
1680,2501,0,70,NORMAL
1684,2521,0,70,NORMAL
1688,2475,0,70,NORMAL
1692,2434,0,70,NORMAL
1696,2476,0,70,NORMAL
1700,2498,0,70,NORMAL
1704,2533,0,70,NORMAL
1708,2465,0,70,NORMAL
1712,2505,0,70,NORMAL
1716,2545,0,70,NORMAL
1720,2593,0,70,NORMAL
1724,2606,0,70,NORMAL
1728,2650,0,70,NORMAL
1732,2618,0,70,NORMAL
1736,2677,0,70,NORMAL
1740,2716,0,70,NORMAL
1744,2744,0,70,NORMAL
1748,2753,0,70,NORMAL
1752,2763,0,70,NORMAL
1756,2878,0,70,NORMAL
1760,2926,0,70,NORMAL
1764,2942,0,70,NORMAL
1768,3024,0,70,NORMAL
1772,3102,0,70,NORMAL
1776,3206,0,70,NORMAL
1780,3222,0,70,NORMAL
1784,3333,0,70,NORMAL
1788,3322,0,70,NORMAL
1792,3391,0,70,NORMAL
1796,3523,0,70,NORMAL
1800,3570,0,70,NORMAL
1804,3598,0,70,NORMAL
1808,3612,0,70,NORMAL
1812,3685,0,70,NORMAL
1816,3682,0,70,NORMAL
1820,3692,0,70,NORMAL
1824,3747,0,70,NORMAL
1828,3768,0,70,NORMAL
1832,3698,0,70,NORMAL
1836,3689,0,70,NORMAL
1840,3759,0,70,NORMAL
1844,3619,0,70,NORMAL
1848,3573,0,70,NORMAL
1852,3530,0,70,NORMAL
1856,3559,0,70,NORMAL
1860,3501,0,70,NORMAL
1864,3421,0,70,NORMAL
1868,3404,0,70,NORMAL
1872,3263,0,70,NORMAL
1876,3242,0,70,NORMAL
1880,3205,0,70,NORMAL
1884,3115,0,70,NORMAL
1888,3007,0,70,NORMAL
1892,2989,0,70,NORMAL
1896,2893,0,70,NORMAL
1900,2908,0,70,NORMAL
1904,2859,0,70,NORMAL
1908,2750,0,70,NORMAL
1912,2725,0,70,NORMAL
1916,2737,0,70,NORMAL
1920,2674,0,70,NORMAL
1924,2684,0,70,NORMAL
1928,2644,0,70,NORMAL
1932,2638,0,70,NORMAL
1936,2620,0,70,NORMAL
1940,2589,0,70,NORMAL
1944,2587,0,70,NORMAL
1948,2564,0,70,NORMAL
1952,2534,0,70,NORMAL
1956,2588,0,70,NORMAL
1960,2571,0,70,NORMAL
1964,2565,0,70,NORMAL
1968,2604,0,70,NORMAL
1972,2573,0,70,NORMAL
1976,2596,0,70,NORMAL
1980,2590,0,70,NORMAL
1984,2618,0,70,NORMAL
1988,2589,0,70,NORMAL
1992,2598,0,70,NORMAL
1996,2582,0,70,NORMAL
2000,3684,0,70,NORMAL
2004,3671,0,70,NORMAL
2008,3708,0,70,NORMAL
2012,3616,0,70,NORMAL
2016,3600,0,70,NORMAL
2020,3557,0,70,NORMAL
2024,3562,0,70,NORMAL
2028,3513,0,70,NORMAL
2032,3441,0,70,NORMAL
2036,3311,0,70,NORMAL
2040,3331,0,70,NORMAL
2044,3200,0,70,NORMAL
2048,3155,0,70,NORMAL
2052,3130,0,70,NORMAL
2056,3041,0,70,NORMAL
2060,2979,0,70,NORMAL
2064,2899,0,70,NORMAL
2068,2885,0,70,NORMAL
2072,2809,0,70,NORMAL
2076,2806,0,70,NORMAL
2080,2721,0,70,NORMAL
2084,2645,0,70,NORMAL
2088,2602,0,70,NORMAL
2092,2573,0,70,NORMAL
2096,2574,0,70,NORMAL
2100,2590,0,70,NORMAL
2104,2560,0,70,NORMAL
2108,2576,0,70,NORMAL
2112,2524,0,70,NORMAL
2116,2560,0,70,NORMAL
2120,2558,0,70,NORMAL
2124,2528,0,70,NORMAL
2128,2539,0,70,NORMAL
2132,2544,0,70,NORMAL
2136,2482,0,70,NORMAL
2140,2533,0,70,NORMAL
2144,2570,0,70,NORMAL
2148,2543,0,70,NORMAL
2152,2486,0,70,NORMAL
2156,2543,0,70,NORMAL
2160,2512,0,70,NORMAL
2164,2585,0,70,NORMAL
2168,2580,0,70,NORMAL
2172,2644,0,70,NORMAL
2176,2597,0,70,NORMAL
2180,2547,0,70,NORMAL
2184,2592,0,70,NORMAL
2188,2632,0,70,NORMAL
2192,2602,0,70,NORMAL
2196,2551,0,70,NORMAL
2200,2600,0,70,NORMAL
2204,2594,0,70,NORMAL
2208,2622,0,70,NORMAL
2212,2559,0,70,NORMAL
2216,2565,0,70,NORMAL
2220,2593,0,70,NORMAL
2224,2576,0,70,NORMAL
2228,2559,0,70,NORMAL
2232,2512,0,70,NORMAL
2236,2532,0,70,NORMAL
2240,2513,0,70,NORMAL
2244,2550,0,70,NORMAL
2248,2556,0,70,NORMAL
2252,2529,0,70,NORMAL
2256,2524,0,70,NORMAL
2260,2529,0,70,NORMAL
2264,2487,0,70,NORMAL
2268,2524,0,70,NORMAL
2272,2515,0,70,NORMAL
2276,2423,0,70,NORMAL
2280,2416,0,70,NORMAL
2284,2433,0,70,NORMAL
2288,2430,0,70,NORMAL
2292,2363,0,70,NORMAL
2296,2401,0,70,NORMAL
2300,2421,0,70,NORMAL
2304,2371,0,70,NORMAL
2308,2389,0,70,NORMAL
2312,2327,0,70,NORMAL
2316,2328,0,70,NORMAL
2320,2294,0,70,NORMAL
2324,2327,0,70,NORMAL
2328,2317,0,70,NORMAL
2332,2302,0,70,NORMAL
2336,2259,0,70,NORMAL
2340,2308,0,70,NORMAL
2344,2269,0,70,NORMAL
2348,2278,0,70,NORMAL
2352,2227,0,70,NORMAL
2356,2216,0,70,NORMAL
2360,2237,0,70,NORMAL
2364,2245,0,70,NORMAL
2368,2224,0,70,NORMAL
2372,2188,0,70,NORMAL
2376,2170,0,70,NORMAL
2380,2209,0,70,NORMAL
2384,2231,0,70,NORMAL
2388,2202,0,70,NORMAL
2392,2130,0,70,NORMAL
2396,2169,0,70,NORMAL
2400,2182,0,70,NORMAL
2404,2139,0,70,NORMAL
2408,2157,0,70,NORMAL
2412,2204,0,70,NORMAL
2416,2121,0,70,NORMAL
2420,2147,0,70,NORMAL
2424,2126,0,70,NORMAL
2428,2120,0,70,NORMAL
2432,2078,0,70,NORMAL
2436,2128,0,70,NORMAL
2440,2162,0,70,NORMAL
2444,2160,0,70,NORMAL
2448,2158,0,70,NORMAL
2452,2082,0,70,NORMAL
2456,2091,0,70,NORMAL
2460,2175,0,70,NORMAL
2464,2126,0,70,NORMAL
2468,2069,0,70,NORMAL
2472,2117,0,70,NORMAL
2476,2139,0,70,NORMAL
2480,2113,0,70,NORMAL
2484,2089,0,70,NORMAL
2488,2165,0,70,NORMAL
2492,2083,0,70,NORMAL
2496,2154,0,70,NORMAL
2500,2164,0,70,NORMAL
2504,2152,0,70,NORMAL
2508,2193,0,70,NORMAL
2512,2137,0,70,NORMAL
2516,2126,0,70,NORMAL
2520,2137,0,70,NORMAL
2524,2183,0,70,NORMAL
2528,2183,0,70,NORMAL
2532,2116,0,70,NORMAL
2536,2218,0,70,NORMAL
2540,2249,0,70,NORMAL
2544,2194,0,70,NORMAL
2548,2205,0,70,NORMAL
2552,2208,0,70,NORMAL
2556,2174,0,70,NORMAL
2560,2224,0,70,NORMAL
2564,2255,0,70,NORMAL
2568,2238,0,70,NORMAL
2572,2278,0,70,NORMAL
2576,2238,0,70,NORMAL
2580,2284,0,70,NORMAL
2584,2278,0,70,NORMAL
2588,2271,0,70,NORMAL
2592,2236,0,70,NORMAL
2596,2326,0,70,NORMAL
2600,2355,0,70,NORMAL
2604,2345,0,70,NORMAL
2608,2368,0,70,NORMAL
2612,2347,0,70,NORMAL
2616,2376,0,70,NORMAL
2620,2415,0,70,NORMAL
2624,2434,0,70,NORMAL
2628,2441,0,70,NORMAL
2632,2454,0,70,NORMAL
2636,2413,0,70,NORMAL
2640,2427,0,70,NORMAL
2644,2517,0,70,NORMAL
2648,2500,0,70,NORMAL
2652,2492,0,70,NORMAL
2656,2487,0,70,NORMAL
2660,2460,0,70,NORMAL
2664,2489,0,70,NORMAL
2668,2486,0,70,NORMAL
2672,2451,0,70,NORMAL
2676,2486,0,70,NORMAL
2680,2535,0,70,NORMAL
2684,2558,0,70,NORMAL
2688,2515,0,70,NORMAL
2692,2496,0,70,NORMAL
2696,2522,0,70,NORMAL
2700,2456,0,70,NORMAL
2704,2571,0,70,NORMAL
2708,2530,0,70,NORMAL
2712,2585,0,70,NORMAL
2716,2603,0,70,NORMAL
2720,2662,0,70,NORMAL
2724,2729,0,70,NORMAL
2728,2622,0,70,NORMAL
2732,2647,0,70,NORMAL
2736,2717,0,70,NORMAL
2740,2736,0,70,NORMAL
2744,2815,0,70,NORMAL
2748,2800,0,70,NORMAL
2752,2870,0,70,NORMAL
2756,2972,0,70,NORMAL
2760,2994,0,70,NORMAL
2764,3083,0,70,NORMAL
2768,3111,0,70,NORMAL
2772,3150,0,70,NORMAL
2776,3233,0,70,NORMAL
2780,3365,0,70,NORMAL
2784,3408,0,70,NORMAL
2788,3468,0,70,NORMAL
2792,3505,0,70,NORMAL
2796,3524,0,70,NORMAL
2800,3616,0,70,NORMAL
2804,3708,0,70,NORMAL
2808,3697,0,70,NORMAL
2812,3714,0,70,NORMAL
2816,3715,0,70,NORMAL
2820,3767,0,70,NORMAL
2824,3761,0,70,NORMAL
2828,3758,0,70,NORMAL
2832,3731,0,70,NORMAL
2836,3670,0,70,NORMAL
2840,3689,0,70,NORMAL
2844,3594,0,70,NORMAL
2848,3558,0,70,NORMAL
2852,3508,0,70,NORMAL
2856,3551,0,70,NORMAL
2860,3441,0,70,NORMAL
2864,3415,0,70,NORMAL
2868,3247,0,70,NORMAL
2872,3196,0,70,NORMAL
2876,3186,0,70,NORMAL
2880,3129,0,70,NORMAL
2884,3070,0,70,NORMAL
2888,2953,0,70,NORMAL
2892,2905,0,70,NORMAL
2896,2879,0,70,NORMAL
2900,2861,0,70,NORMAL
2904,2822,0,70,NORMAL
2908,2716,0,70,NORMAL
2912,2724,0,70,NORMAL
2916,2680,0,70,NORMAL
2920,2697,0,70,NORMAL
2924,2634,0,70,NORMAL
2928,2667,0,70,NORMAL
2932,2630,0,70,NORMAL
2936,2577,0,70,NORMAL
2940,2602,0,70,NORMAL
2944,2594,0,70,NORMAL
2948,2555,0,70,NORMAL
2952,2614,0,70,NORMAL
2956,2535,0,70,NORMAL
2960,2577,0,70,NORMAL
2964,2639,0,70,NORMAL
2968,2566,0,70,NORMAL
2972,2597,0,70,NORMAL
2976,2599,0,70,NORMAL
2980,2597,0,70,NORMAL
2984,2612,0,70,NORMAL
2988,2602,0,70,NORMAL
2992,2660,0,70,NORMAL
2996,2611,0,70,NORMAL
3000,3715,0,70,NORMAL
3004,3710,0,70,NORMAL
3008,3714,0,70,NORMAL
3012,3588,0,70,NORMAL
3016,3559,0,70,NORMAL
3020,3583,0,70,NORMAL
3024,3543,0,70,NORMAL
3028,3513,0,70,NORMAL
3032,3408,0,70,NORMAL
3036,3335,0,70,NORMAL
3040,3249,0,70,NORMAL
3044,3247,0,70,NORMAL
3048,3190,0,70,NORMAL
3052,3086,0,70,NORMAL
3056,3038,0,70,NORMAL
3060,3035,0,70,NORMAL
3064,2929,0,70,NORMAL
3068,2883,0,70,NORMAL
3072,2796,0,70,NORMAL
3076,2780,0,70,NORMAL
3080,2737,0,70,NORMAL
3084,2664,0,70,NORMAL
3088,2676,0,70,NORMAL
3092,2626,0,70,NORMAL
3096,2614,0,70,NORMAL
3100,2584,0,70,NORMAL
3104,2489,0,70,NORMAL
3108,2490,0,70,NORMAL
3112,2483,0,70,NORMAL
3116,2566,0,70,NORMAL
3120,2499,0,70,NORMAL
3124,2524,0,70,NORMAL
3128,2504,0,70,NORMAL
3132,2468,0,70,NORMAL
3136,2544,0,70,NORMAL
3140,2506,0,70,NORMAL
3144,2591,0,70,NORMAL
3148,2543,0,70,NORMAL
3152,2524,0,70,NORMAL
3156,2526,0,70,NORMAL
3160,2607,0,70,NORMAL
3164,2548,0,70,NORMAL
3168,2575,0,70,NORMAL
3172,2626,0,70,NORMAL
3176,2604,0,70,NORMAL
3180,2579,0,70,NORMAL
3184,2570,0,70,NORMAL
3188,2605,0,70,NORMAL
3192,2568,0,70,NORMAL
3196,2615,0,70,NORMAL
3200,2625,0,70,NORMAL
3204,2577,0,70,NORMAL
3208,2597,0,70,NORMAL
3212,2541,0,70,NORMAL
3216,2518,0,70,NORMAL
3220,2557,0,70,NORMAL
3224,2600,0,70,NORMAL
3228,2552,0,70,NORMAL
3232,2524,0,70,NORMAL
3236,2531,0,70,NORMAL
3240,2543,0,70,NORMAL
3244,2525,0,70,NORMAL
3248,2547,0,70,NORMAL
3252,2523,0,70,NORMAL
3256,2562,0,70,NORMAL
3260,2595,0,70,NORMAL
3264,2524,0,70,NORMAL
3268,2481,0,70,NORMAL
3272,2464,0,70,NORMAL
3276,2463,0,70,NORMAL
3280,2442,0,70,NORMAL
3284,2434,0,70,NORMAL
3288,2434,0,70,NORMAL
3292,2412,0,70,NORMAL
3296,2428,0,70,NORMAL
3300,2418,0,70,NORMAL
3304,2346,0,70,NORMAL
3308,2375,0,70,NORMAL
3312,2278,0,70,NORMAL
3316,2307,0,70,NORMAL
3320,2339,0,70,NORMAL
3324,2271,0,70,NORMAL
3328,2311,0,70,NORMAL
3332,2274,0,70,NORMAL
3336,2313,0,70,NORMAL
3340,2251,0,70,NORMAL
3344,2279,0,70,NORMAL
3348,2272,0,70,NORMAL
3352,2264,0,70,NORMAL
3356,2181,0,70,NORMAL
3360,2228,0,70,NORMAL
3364,2245,0,70,NORMAL
3368,2247,0,70,NORMAL
3372,2196,0,70,NORMAL
3376,2177,0,70,NORMAL
3380,2207,0,70,NORMAL
3384,2163,0,70,NORMAL
3388,2185,0,70,NORMAL
3392,2177,0,70,NORMAL
3396,2129,0,70,NORMAL
3400,2160,0,70,NORMAL
3404,2161,0,70,NORMAL
3408,2177,0,70,NORMAL
3412,2155,0,70,NORMAL
3416,2128,0,70,NORMAL
3420,2121,0,70,NORMAL
3424,2118,0,70,NORMAL
3428,2111,0,70,NORMAL
3432,2089,0,70,NORMAL
3436,2099,0,70,NORMAL
3440,2068,0,70,NORMAL
3444,2097,0,70,NORMAL
3448,2112,0,70,NORMAL
3452,2128,0,70,NORMAL
3456,2079,0,70,NORMAL
3460,2083,0,70,NORMAL
3464,2144,0,70,NORMAL
3468,2089,0,70,NORMAL
3472,2113,0,70,NORMAL
3476,2115,0,70,NORMAL
3480,2111,0,70,NORMAL
3484,2143,0,70,NORMAL
3488,2068,0,70,NORMAL
3492,2100,0,70,NORMAL
3496,2073,0,70,NORMAL
3500,2072,0,70,NORMAL
3504,2146,0,70,NORMAL
3508,2106,0,70,NORMAL
3512,2105,0,70,NORMAL
3516,2138,0,70,NORMAL
3520,2176,0,70,NORMAL
3524,2123,0,70,NORMAL
3528,2081,0,70,NORMAL
3532,2122,0,70,NORMAL
3536,2048,0,70,NORMAL
3540,2111,0,70,NORMAL
3544,2116,0,70,NORMAL
